"STATION","NAME","DATE","ACMH","ACSH","AWND","FMTM","FRGT","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WSF1","WSF2","WSF5","WSFG","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT10","WT11","WT13","WT14","WT16","WT17","WT18","WT21","WV03"
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-03-27",,,"8.50"," 0004",," 0003","0.69",,,,,"78","65",,,"  290","  290",,,"23.0","31.1",,"    1",,"    1",,,,,,,,"    1",,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-03-28",,,"15.21"," 1709",," 1655","0.18",,,,,"74","53",,,"  280","  270",,,"23.0","28.0",,"    1",,"    1",,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-03-29",,,"8.50"," 0316",," 0022","0.00",,,,,"67","48",,,"  290","  270",,,"21.9","28.0",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-03-30",,,"8.50"," 1745",," 1745","0.00",,,,,"73","48",,,"  140","  140",,,"19.9","25.1",,"    1",,,,,,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-03-31",,,"7.38"," 2011",," 2010","0.01",,,,,"80","65",,,"  320","  320",,,"17.0","23.0",,"    1",,,,,,,"    1",,,"    1",,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-04-01",,,"9.62"," 0549",," 0515","0.00",,,,,"69","61",,,"   30","   10",,,"23.0","28.0",,,,,,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-04-02",,,"13.65"," 1203",," 1201","0.42",,,,,"80","61",,,"  310","  290",,,"38.0","53.0",,"    1",,"    1",,,,,"    1",,"    1","    1",,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-04-03",,,"6.49"," 0544",," 0556","0.00",,,,,"72","54",,,"  360","  340",,,"17.0","30.0",,"    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-04-04",,,"8.28"," 1105",," 1337","0.00",,,,,"75","54",,,"  150","  150",,,"17.9","23.9",,"    1",,,,,,,"    1",,,"    1","    1","    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-04-05",,,"11.86"," 2247",," 2244","0.01",,,,,"83","63",,,"  320","  320",,,"28.0","36.0",,"    1",,,,,,,"    1",,,"    1",,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-04-06",,,"18.57"," 0127",," 0651","0.00",,,,,"63","48",,,"  320","  350",,,"29.1","38.9",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-04-07",,,"12.30"," 0515",," 0431","0.00",,,,,"61","45",,,"  320","  340",,,"23.0","31.1",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-04-08",,,"9.62"," 1527",," 1520","0.00",,,,,"73","44",,,"  230","  220",,,"19.9","23.9",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-04-09",,,"13.87"," 1431",," 1343","0.00",,,,,"76","57",,,"  190","  190",,,"25.1","31.1",,,,,,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-04-10",,,"11.41"," 1228",," 1219","0.00",,,,,"81","68",,,"  220","  210",,,"19.9","23.9",,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-04-11",,,"7.16"," 0613",," 0613","0.00",,,,,"74","61",,,"   10","   10",,,"17.9","23.0",,"    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-04-12",,,"16.55"," 1155",," 1154","0.00",,,,,"76","66",,,"  130","  140",,,"29.1","42.9",,"    1",,,,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-04-13",,,"9.84"," 2338",," 0008","0.28",,,,,"82","67",,,"  330","  200",,,"21.0","29.1",,"    1",,,,,,,"    1",,,"    1",,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-04-14",,,"13.42"," 0151",," 0336","0.00",,,,,"69","55",,,"  330","  320",,,"21.0","30.0",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-04-15",,,"4.47"," 0005",," 0847","0.00",,,,,"74","50",,,"   40","   70",,,"14.1","19.9",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-04-16",,,"6.49"," 1006",," 1005","0.00",,,,,"72","55",,,"  100","  120",,,"15.0","21.0",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-04-17",,,"12.97"," 1046",," 1346","0.00",,,,,"78","63",,,"  130","  130",,,"23.9","33.1",,,,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-04-18",,,"10.51"," 1116",," 1136","0.17",,,,,"78","65",,,"  140","  160",,,"23.0","28.0",,"    1",,,,,,,"    1",,,"    1",,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-04-19",,,"14.09"," 0423",," 0428","0.36",,,,,"81","65",,,"  170","  150",,,"40.0","49.0",,"    1",,"    1",,,,,"    1",,,"    1",,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-04-20",,,"11.41"," 0006",," 0336","0.00",,,,,"73","59",,,"  320","  340",,,"21.0","25.9",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-04-21",,,"10.74"," 1543",," 1316","0.00",,,,,"83","54",,,"  260","  240",,,"25.9","32.0",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-04-22",,,"8.05"," 1500",," 1545","0.00",,,,,"86","59",,,"  230","  200",,,"16.1","21.0",,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-04-23",,,"9.62"," 1227",," 1524","0.00",,,,,"84","64",,,"  200","  150",,,"17.9","23.0",,"    1","    1",,,,,,"    1",,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-04-24",,,"10.74"," 1259",," 1258","0.00",,,,,"83","67",,,"  160","  160",,,"21.9","25.9",,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-04-25",,,"10.07"," 1131",," 1005","0.00",,,,,"84","65",,,"  180","  150",,,"19.9","28.0",,"    1",,,,,,,"    1",,,"    1",,,,,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-04-26",,,"12.75"," 1646",," 1644","0.02",,,,,"81","67",,,"  130","  120",,,"19.9","25.9",,,,,,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-04-27",,,"12.08"," 1342",," 1127","0.07",,,,,"83","70",,,"  160","  150",,,"21.0","25.9",,,,,,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-04-28",,,"6.93"," 0654",," 0702","0.00",,,,,"83","67",,,"  130","  120",,,"16.1","19.9",,"    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-04-29",,,"7.61"," 1147",," 1112","0.00",,,,,"82","68",,,"  140","  130",,,"19.9","25.1",,"    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-04-30",,,"10.74"," 1435",," 0949","0.00",,,,,"83","67",,,"  140","  150",,,"21.9","28.0",,,,,,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-05-01",,,"9.17"," 1723",," 1429","0.00",,,,,"86","69",,,"  180","  170",,,"17.9","23.0",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-05-02",,,"11.86"," 1735",," 1252","0.00",,,,,"86","70",,,"  170","  170",,,"19.9","25.1",,"    1",,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-05-03",,,"12.97"," 2313",," 2329","0.02",,,,,"85","71",,,"  170","  180",,,"23.0","30.0",,,,,,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-05-04",,,"9.40"," 0856",," 0856","0.00",,,,,"83","69",,,"  200","  200",,,"21.9","31.1",,,,"    1",,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-05-05",,,"9.40"," 1438",," 1437","0.00",,,,,"88","71",,,"  180","  180",,,"21.9","25.1",,"    1","    1",,,,,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-05-06",,,"12.30"," 0912",," 1055","0.00",,,,,"85","75",,,"  180","  180",,,"25.1","30.0",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-05-07",,,"10.07"," 1544",," 1552","0.00",,,,,"87","74",,,"  180","  180",,,"21.9","25.1",,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-05-08",,,"12.53"," 1048",," 1359","0.00",,,,,"87","72",,,"  180","  170",,,"23.0","30.0",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-05-09",,,"8.72"," 1608",," 1607","0.00",,,,,"89","73",,,"  180","  190",,,"17.0","21.0",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-05-10",,,"8.05"," 1105",," 1522","0.00",,,,,"90","74",,,"  190","  180",,,"16.1","17.9",,"    1",,,,,,,,,,"    1",,,,,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-05-11",,,"5.59"," 1902",," 1902","0.00",,,,,"90","72",,,"   30","   20",,,"21.9","25.1",,"    1",,"    1",,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-05-12",,,"5.82"," 1747",," 1746","0.00",,,,,"89","70",,,"  180","  180",,,"16.1","21.9",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-05-13",,,"8.95"," 1746",," 0514","0.00",,,,,"88","74",,,"  140","  200",,,"17.0","29.1",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-05-14",,,"7.38"," 0844",," 0034","0.03",,,,,"88","75",,,"  180","  150",,,"14.1","17.9",,,,"    1",,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-05-15",,,"6.71"," 1434",," 1425","0.00",,,,,"90","72",,,"  180","  180",,,"16.1","19.9",,"    1",,"    1",,,,,,,,"    1",,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-05-16",,,"5.82"," 2044",," 1339","0.00",,,,,"87","71",,,"   10","  130",,,"17.9","23.9",,,,"    1",,,,,,"    1",,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-05-17",,,"12.75"," 2310",," 1309","0.13",,,,,"82","64",,,"   30","   10",,,"28.0","34.9",,"    1",,,,,,,"    1",,,"    1",,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-05-18",,,"16.78"," 0122",," 0121","0.00",,,,,"78","60",,,"   40","   40",,,"25.9","33.1",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-05-19",,,"13.65"," 0828",," 1645","0.00",,,,,"79","64",,,"   50","   30",,,"21.0","25.1",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-05-20",,,"12.08"," 0834",," 0833","0.00",,,,,"85","66",,,"   40","   40",,,"21.0","25.1",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-05-21",,,"12.30"," 0809",," 0813","0.02",,,,,"82","71",,,"   60","   70",,,"19.9","23.9",,,,,,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-05-22",,,"13.20"," 1203",," 1203","0.00",,,,,"83","72",,,"   60","   60",,,"21.0","25.9",,,,,,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-05-23",,,"9.40"," 1350",," 1350","0.08",,,,,"83","72",,,"  360","  360",,,"17.9","21.9",,,,,,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-05-24",,,"5.82"," 1244",," 1059","0.94",,,,,"85","71",,,"  250","  240",,,"21.9","29.1",,"    1",,"    1",,,,,"    1",,,"    1",,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-05-25",,,"6.04"," 0719",," 0718","1.36",,,,,"78","69",,,"  240","  230",,,"21.0","31.1",,"    1",,"    1",,,,,,,,"    1",,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-05-26",,,"7.16"," 1141",," 1222","0.05",,,,,"85","71",,,"  210","  220",,,"19.9","23.9",,,,,,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-05-27",,,"6.49"," 1601",," 1600","0.00",,,,,"88","73",,,"  180","  180",,,"15.0","17.0",,"    1",,,,,,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-05-28",,,"5.82"," 1640",," 1640","0.00",,,,,"91","73",,,"  180","  180",,,"17.0","21.0",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-05-29",,,"8.95"," 2021",," 1544","0.00",,,,,"85","71",,,"  350","  310",,,"14.1","21.0",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-05-30",,,"6.04"," 0413",," 1200","0.00",,,,,"87","71",,,"   20","  230",,,"13.0","21.9",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-05-31",,,"5.59"," 1158",," 1242","0.00",,,,,"90","68",,,"   40","   20",,,"14.1","17.9",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-06-01",,,"5.82"," 1456",," 1455","0.00",,,,,"89","70",,,"  200","  200",,,"17.0","21.9",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-06-02",,,"5.37"," 1338",," 1337","0.44",,,,,"87","70",,,"  200","  190",,,"21.9","29.1",,"    1",,"    1",,,,,,,,"    1",,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-06-03",,,"3.58"," 1313",," 0519","0.17",,,,,"82","71",,,"  230","  210",,,"13.0","17.9",,,,"    1",,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-06-04",,,"10.51"," 1922",," 1148","0.05",,,,,"86","72",,,"  340","  250",,,"17.9","21.9",,"    1",,"    1",,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-06-05",,,"8.50"," 0519",," 1521","0.00",,,,,"79","68",,,"  350","   10",,,"17.0","23.9",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-06-06",,,"4.47"," 1339",," 0717","0.00",,,,,"84","66",,,"  300","  140",,,"15.0","25.1",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-06-07",,,"6.04"," 1535",," 1244","0.00",,,,,"86","67",,,"  190","  180",,,"13.0","17.9",,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-06-08",,,"7.38"," 1613",," 1610","0.26",,,,,"87","72",,,"   30","   30",,,"17.9","28.0",,"    1",,,,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-06-09",,,"5.82"," 1622",," 1621","0.00",,,,,"90","74",,,"  170","  180",,,"16.1","25.1",,"    1",,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-06-10",,,"7.61"," 1807",," 1610","0.00",,,,,"92","74",,,"  190","  160",,,"16.1","25.1",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-06-11",,,"8.50"," 1638",," 0507","0.00",,,,,"93","75",,,"  260","  210",,,"15.0","25.9",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-06-12",,,"8.28"," 1249",," 1223","0.00",,,,,"93","75",,,"  180","  180",,,"15.0","19.9",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-06-13",,,"8.50"," 1354",," 1354","0.00",,,,,"92","74",,,"  170","  160",,,"16.1","19.9",,"    1",,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-06-14",,,"7.16"," 2228",," 0848","0.00",,,,,"94","73",,,"  210","  270",,,"13.0","16.1",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-06-15",,,"6.93"," 2309",," 0501","0.00",,,,,"94","74",,,"  220","  160",,,"12.1","19.9",,"    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-06-16",,,"7.16"," 1003",," 0655","0.00",,,,,"94","76",,,"  240","  320",,,"13.0","25.9",,,,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-06-17",,,"5.82"," 2217",,,"0.00",,,,,"94","76",,,"  200",,,,"13.0",,,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-06-18",,,"6.04"," 1950",," 1950","0.00",,,,,"95","74",,,"  200","  210",,,"14.1","17.0",,"    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-06-19",,,"6.71"," 0751",," 1242","0.00",,,,,"95","76",,,"  260","   10",,,"15.0","17.9",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-06-20",,,"6.71"," 1716",," 0823","0.00",,,,,"96","77",,,"  190","   20",,,"15.0","25.1",,,,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-06-21",,,"6.93"," 1931",," 1933","0.00",,,,,"96","77",,,"  200","  190",,,"13.0","16.1",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-06-22",,,"7.61"," 2107",," 0449","0.00",,,,,"96","77",,,"  240","   20",,,"16.1","21.9",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-06-23",,,"8.72"," 0634",," 0634","0.00",,,,,"99","78",,,"  310","   10",,,"16.1","23.9",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-06-24",,,"6.93"," 1620",," 1618","0.00",,,,,"101","78",,,"  360","   10",,,"29.1","40.9",,,,"    1",,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-06-25",,,"4.03"," 1217",," 1402","0.00",,,,,"95","77",,,"  180","  130",,,"17.0","21.0",,,,"    1",,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-06-26",,,"4.70"," 1227",," 1227","0.00",,,,,"94","81",,,"  140","  150",,,"23.9","28.0",,,,"    1",,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-06-27",,,"6.49"," 1641",," 1606","0.00",,,,,"94","79",,,"  190","  170",,,"13.0","16.1",,,,,,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-06-28",,,"6.04"," 1812",," 0515","1.17",,,,,"97","78",,,"  210","  200",,,"23.0","30.0",,"    1",,"    1",,,,,"    1",,,"    1",,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-06-29",,,"7.38"," 1505",," 1521","0.04",,,,,"97","76",,,"  340","   10",,,"36.0","45.0",,"    1",,"    1",,,,,"    1",,"    1",,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-06-30",,,"6.49"," 1015",," 1014","0.00",,,,,"94","76",,,"   50","   50",,,"15.0","21.0",,"    1",,,,,,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-07-01",,,"5.82"," 1502",," 1323","0.00",,,,,"97","77",,,"  200","  310",,,"14.1","19.9",,,,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-07-02",,,"6.93"," 1839",," 1837","0.00",,,,,"98","79",,,"   50","   40",,,"29.1","42.9",,,,"    1",,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-07-03",,,"6.26"," 1755",," 1237","0.00",,,,,"98","77",,,"  180","  290",,,"15.0","21.0",,,,"    1",,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-07-04",,,"8.95"," 1426",," 1425","0.00",,,,,"97","80",,,"  260","  270",,,"19.9","23.9",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-07-05",,,"10.74"," 0943",," 0938","0.00",,,,,"96","81",,,"  250","  260",,,"17.9","23.0",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-07-06",,,"7.61"," 1039",," 1038","0.32",,,,,"90","75",,,"  280","  280",,,"40.9","49.0",,,,"    1",,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-07-07",,,"9.62"," 1439",," 1438","0.41",,,,,"90","75",,,"  240","  230",,,"25.9","33.1",,"    1",,"    1",,,,,,,,"    1",,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-07-08",,,"5.37"," 1327",," 1343","1.63",,,,,"90","74",,,"  290","  300",,,"21.0","28.0",,"    1",,"    1",,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-07-09",,,"5.14"," 1538",," 1537","0.00",,,,,"94","76",,,"  180","  180",,,"19.9","23.0",,"    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-07-10",,,"5.14"," 1401",," 1401","0.00",,,,,"95","76",,,"  150","  160",,,"21.9","25.9",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-07-11",,,"4.70"," 1416",," 1332","0.00",,,,,"92","76",,,"  180","  220",,,"14.1","17.9",,,,,,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-07-12",,,"4.47"," 1749",," 1741","0.00",,,,,"92","77",,,"   10","   20",,,"15.0","17.9",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-07-13",,,"6.71"," 1910",," 1611","0.00",,,,,"96","80",,,"  180","  300",,,"13.0","17.9",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-07-14",,,"7.61"," 1305",," 1304","0.00",,,,,"94","77",,,"   10","   10",,,"21.0","25.9",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-07-15",,,"5.37"," 1248",," 1238","0.02",,,,,"92","77",,,"  220","  220",,,"17.9","21.9",,,,"    1",,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-07-16",,,"6.04"," 1125",," 0521","0.52",,,,,"89","76",,,"  210","  220",,,"23.0","29.1",,"    1",,"    1",,,,,,,,"    1",,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-07-17",,,"6.04"," 1309",," 0506","0.41",,,,,"88","75",,,"  290","  320",,,"19.9","25.9",,"    1",,,,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-07-18",,,"7.16"," 1943",," 1942","0.00",,,,,"91","71",,,"  250","  250",,,"21.0","28.0",,"    1",,,,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-07-19",,,"6.71"," 1356",," 0521","0.00",,,,,"90","74",,,"   30","   90",,,"15.0","21.9",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-07-20",,,"5.37"," 1714",," 1527","0.67",,,,,"90","73",,,"  230","  110",,,"19.9","29.1",,,,"    1",,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-07-21",,,"8.50"," 1550",," 1420","0.00",,,,,"89","73",,,"  150","  150",,,"17.0","23.0",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-07-22",,,"6.93"," 1310",," 1309","0.10",,,,,"89","77",,,"  310","  310",,,"23.9","30.0",,,,,,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-07-23",,,"4.03"," 1827",," 1436","0.00",,,,,"91","75",,,"  300","   20",,,"12.1","23.0",,,,,,,,,,,,,"    1","    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-07-24",,,"5.82"," 1526",," 1605","0.00",,,,,"92","75",,,"  340","   30",,,"12.1","25.1",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-07-25",,,"5.59"," 1544",," 1543","0.00",,,,,"93","75",,,"  160","  160",,,"19.9","21.9",,,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-07-26",,,"7.38"," 1429",," 1428","0.21",,,,,"93","73",,,"  190","  190",,,"34.9","47.0",,,,"    1",,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-07-27",,,"4.03"," 1058",," 0750","0.10",,,,,"90","73",,,"  210","  210",,,"25.9","33.1",,,,"    1",,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-07-28",,,"6.26"," 1327",," 1326","0.59",,,,,"90","73",,,"  240","  240",,,"29.1","38.0",,"    1",,"    1",,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-07-29",,,"8.28"," 1344",," 1343","0.00",,,,,"92","78",,,"  230","  230",,,"19.9","23.9",,,,,,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-07-30",,,"7.83"," 1016",," 1015","0.06",,,,,"91","78",,,"  180","  180",,,"33.1","42.9",,,,"    1",,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-07-31",,,"7.61"," 1250",," 1148","0.69",,,,,"91","78",,,"  310","  210",,,"30.0","40.9",,,,"    1",,,,,"    1",,"    1",,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-08-01",,,"7.16"," 1141",," 1140","0.45",,,,,"92","76",,,"  210","  220",,,"25.1","33.1",,,,"    1",,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2009-08-02",,,"6.26"," 1122",," 1121","0.17",,,,,"91","77",,,"  360","  360",,,"32.0","38.9",,"    1",,"    1",,,,,,,,,,"    1",,,,
